id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
133886654	VII, 437 S	437				0-691-10250-3	Language material	1993		[S.l.] : [s.n.]	eng	Howard, Don	The Swiss years: writings: 1909-1911 -	
196777496							Language material	uuuu			ger	Rüttimann, Beat	Das Aneurysma aus medizinhistorischer Sicht -	Bollinger, A.
192825046							Language material	1990			ger		Das Haus der fünf Nobelpreisträger -	Balmer, Heinz (1928-2016)
13992146X	294 S	294	Ertrag des gleichnamigen Kolloquiums im Dezember 1993␟Über den Nutzen des Vergessens : ein Caputher Gespräch in Albert Einsteins Sommerhaus in Caputh bei Potsdam anlässlich des Kolloquiums			3-05-002527-1	Language material	1996	Caputh	Berlin : Akademie	ger	Smith, Gary␟Vom Nutzen des Vergessens, ((1993))	Vom Nutzen des Vergessens -	
289163390	207 S	207	Orig.-Titel: Einstein's dreams␟Nur dt. Text␟Einstein's dreams	Belletristische Darstellung		3-455-04429-8	Language material	1994		Hamburg : Hoffmann und Campe	ger	Griese, Friedrich␟Lightman, Alan	Und immer wieder die Zeit - Einstein's dreams : Roman	Lightman, Alan
152535276	310 S	310		Aufsatzsammlung		90-5487-231-4␟0-7923-5762-0	Language material	1999		Brussels : VUB University Press	eng	Cornelis, Gustaaf C.	"Metadebates on science - the blue book of ""Einstein meets Magritte"""	
299270866	67 p	67	Schrödingers Briefwechsel mit Planck, Einstein, Lorentz	Quelle␟Briefsammlung			Language material	1963		Wien : Springer-Verlag	ger	Przibram, Karl␟Planck, Max␟Einstein, Albert␟Lorentz, Hendrik Antoon	Briefe zur Wellenmechanik -	Schrödinger, Erwin (1887-1961)
295603305	159 S	159	1900464319␟dea␟ps␟NB086-2003␟nt	Aufsatzsammlung		3-519-07306-4	Language material	1974		Stuttgart : B. G. Teubner	ger	Blumenthal, Otto␟Einstein, Albert (1879-1955)␟Minkowski, Hermann␟Sommerfeld, A.␟Weyel, H.	Das Relativitätsprinzip - eine Sammlung von Abhandlungen	Lorentz, Hendrik A. (1853-1928)
173306101	6 DVD-Video (ca. 728 Min.)	6	DVD 1␟Die Chinesen␟Archimedes␟Ptolemäus und Heron␟die Zeitmessung␟Heinrich der Seefahrer␟DVD 2␟Gutenberg␟Leonardo␟die Medizin␟Galilei␟Newton␟DVD 3␟Buffon␟Lavoisier␟Stephenson␟Faraday␟DVD 4␟Darvin␟Mendel␟Pasteur␟Edison␟DVD 5␟Marconi␟Ford␟von Ikarus bis Lindbergh␟Madame Curie␟DVD 6␟Einstein␟Lorenz␟Armstrong␟die Zukunft␟Ländercode 2.			978-3-8312-9782-5 (Schuber mit allen DVDs)␟978-3-8312-9776-4 (DVD 1)␟978-3-8312-9777-1 (DVD 2)␟978-3-8312-9778-8 (DVD 3)␟978-3-8312-9779-5 (DVD 4)␟978-3-8312-9780-1 (DVD 5)␟978-3-8312-9781-8 (DVD 6)	Projected medium	200u		Grünwald : Komplett-Media	ger	Barillé, Albert	Es war einmal ... Forscher und Erfinder -	
128518391	208 S	208	([Originaltitel]: Einstein's Universe, London 1979)	Einführung		3-524-69017-3	Language material	1980		Frankfurt a.M : Umschau Verlag	ger	Knapp, Wolfram	Einsteins Universum -	Calder, Nigel
281423210	218 S	218	Register␟Literaturverz␟Einstein's legacy	Einführung		3-8274-1045-2	Language material	2000		Heidelberg Berlin : Spektrum Akademischer Verlag	ger	Kiefer, Claus (1958-)␟Schwinger, Julian	Einsteins Erbe - die Einheit von Raum und Zeit	Schwinger, Julian
281423644	197 S	197	Register␟Literaturverz␟Enth. u.a. (S. 39-45): Der Doktorhut in Bern␟Betrifft die Handschrift Cod. 627 der Burgerbibliothek Bern (bes. S. 43, mit Abb. von f. 93v/94r)	biographie␟Biographie		3-03823-138-X	Language material	2005		Zürich : Verlag Neue Zürcher Zeitung	ger		Einsteins Schwester - Maja Einstein - ihr Leben und ihr Bruder Albert	Rogger, Franziska (1949-)
340051841	48 S	48	The unwritten letters␟Wild rhythm			1-896913-24-5	Language material	1999		Guelph, Ont : Questex	eng	Israël, Inge␟Israël, Inge	Two plays for stage or radio -	Israël, Inge
308167856	239 S	239		Aufsatzsammlung		90-5487-232-2␟0-7923-5763-9	Language material	1999		Brussels : VUB University Press	eng	Aerts, Diederik	"Quantum structures and the nature of reality - the indigo book of ""Einstein meets Magritte"""	
310951054	262 S	262		Aufsatzsammlung		90-5487-227-6␟0-7923-5758-2	Language material	1999		Brussels : VUB University Press	eng	Aerts, Diederik	"Science and art - the red book of ""Einstein meets Magritte"""	
332126110	347 S	347		Jugendbuch		3-551-20984-7	Language material	2004		Hamburg : Carlsen	ger		Das Abenteuer des Denkens - Roman über Albert Einstein	Chotjewitz, David
268018901	397 S	397	Zielpublikum: Kinder- und Jugendliche␟Kinder- und Jugendliteraturpreise: Jubu-Crew Buch des Monats Juli 2004␟Alter: 13-15	Belletristische Darstellung␟Jugendbuch		3-86042-147-6	Language material	1994			ger		Das Abenteuer des Denkens - Roman über Albert Einstein	Chotjewitz, David
259791997	357 S	357	Namensregister␟Sachregister␟Literaturverz␟Einstein lived here			3-86025-272-0	Language material	1995		Heidelberg Berlin Oxford : Spektrum Akademischer Verlag	ger	Must, Heiner␟Pais, Abraham (1918-2000)	Ich vertraue auf Intuition - der andere Albert Einstein	Pais, Abraham (1918-2000)
259792004	357 S	357	Register␟Literaturverz␟Einstein lived here			3-8274-0394-4	Language material	1998		Heidelberg Berlin Oxford : Spektrum Akademischer Verlag	ger	Must, Heiner␟Pais, Abraham (1918-2000)	Ich vertraue auf Intuition - der andere Albert Einstein	Pais, Abraham (1918-2000)
164642412	243 S	243	Includes bibliographical references and index	Biographie		978-1-55970-704-6	Language material	2007		New York, NY : Arcade Publishing	eng	Williams, Katherine	112 Mercer street - Einstein, Russell, Godel, Pauli, and the end of innocence in science	Feldman, Burton
156792036	383 S	383				0-691-05718-4	Language material	2002		Princeton, NJ : Princeton University Press	eng	Engel, Alfred␟Schucking, Engelbert (1926-2015)	The Berlin years: writings, 1918-1921 - english translation of selected texts	
28142375X	379 S	379	Literaturverz. S. 351 - 375␟Literaturverz␟Einstein's daughter	Biografie␟Biographie		3-471-79215-5	Language material	1999			ger		Einsteins Tochter -	Zackheim, Michele
165904283	239 S	239		Belletristische Darstellung		86-7694-046-0	Language material	2006		Beograd : Vsemark	srp		Mileva Ajnštajn - ljubav i nauka, život sa genijem	Latković, Vojislava (1936-)
310951968	287 S	287		Aufsatzsammlung		90-5487-230-6␟0-7923-5761-2	Language material	1999		Brussels : VUB University Press	eng	Aerts, Diederik	"A world in transition; humankind and nature - the green book of ""Einstein meets Magritte"""	
152757880	370 S	370		Aufsatzsammlung		90-5487-229-2␟0-7923-5760-4	Language material	1999		Brussels : VUB University Press	eng	Aerts, Diederik	"World views and the problem of synthesis - the yellow book of ""Einstein meets Magritte"""	
161875025	200 S	200				0-387-26005-6␟978-0-387-26005-1␟0-387-25900-7 (eISBN)␟978-0-387-25900-0 (eISBN)	Language material	2005		New York : Springer	eng	Bernstein, Jeremy (1929-)	Secrets of the old one - Einstein, 1905	
198852037	Online-Ressource					0-387-26005-6␟978-0-387-26005-1␟0-387-25900-7 (eISBN)␟978-0-387-25900-0 (eISBN)␟10.1007/b136448	Language material	2005		New York : Springer	eng	Bernstein, Jeremy (1929-)	Secrets of the old one - Einstein, 1905	
284264458	XV, 266 p., [4] leaves of plates	266	Bibliography: p. 256-258␟Includes index			0-89102-101-9	Language material	1979			eng		Genesis of relativity - Einstein in context	Swenson, Loyd S.
268955743	222 S	222	Einstein, s'il vous plaît	Einführung		978-3-492-04853-8	Language material	2009		München Zürich : Piper	ger	Carrière, Jean-Claude (1931-)␟Pannowitsch, Ralf	Relativität zum Tee - ein Besuch bei Einstein	Carrière, Jean-Claude (1931-)
291744796	292 S	292	Entstanden aus der Einsteinvorlesung vom Wintersemester 1985/86 im Studium generale der Universität Tübingen	Einführung␟Biographie		3-921552-72-9	Language material	1988		Tübingen : Attempto-Verlag	ger	Universität Tübingen,	Was ist wirklich? - Albert Einstein - Leben und Werk	Ziegelmann, Horst
156002744	2 parts (1068 S.)	2	Held in honour of the hundredth anniversary of the birth of Albert Einstein			0-444-86357-5	Language material	1982		Amsterdam : North-Holland	eng	Einstein, Albert (1879-1955)␟Ruffini, Remo,␟Marcel Grossmann Meeting on Recent Developments in Theoretical and Experimental General Relativity, Gravitation and Relativistic Field Theories,	Proceedings of the Second Marcel Grossmann Meeting on General Relativity - org. and held at the International Centre for Theoretical Physics, Trieste , 5-11 July 1979	
164678948	7 S	7	Kopien aus: Studia Niemcoznawcze 32 (2006), S. 325-331				Language material	2006		Warszawa : Uniwersytet Warszawski, Instytut Germanistyki	ger	Hilscher, Eberhard	Abenteuer der Erkenntnis - Albert Einstein, Thomas Mann und Weggefährten im Exil	
157730093	465 p	465	"""Originally publ. in 1923""␟""both books bound as one""␟Substanzbegriff und Funktionsbegriff␟Zur Einstein'schen Relativitätstheorie"				Language material	1953		New York : Dover Publications	eng		Substance and function - and Einstein's theory of relativity	Cassirer, Ernst (1874-1945)
